省市区名,地市名,县市区名,县市区代码
河北省,石家庄市,新乐市,130184
河北省,石家庄市,[鹿泉市],130185
河北省,唐山市,路南区,130202
河北省,唐山市,路北区,130203
河北省,唐山市,古冶区,130204
河北省,唐山市,开平区,130205
河北省,唐山市,[新区],130206
河北省,唐山市,丰南区,130207
河北省,唐山市,丰润区,130208
河北省,唐山市,曹妃甸区,130209
河北省,唐山市,[丰润县],130221
河北省,唐山市,[丰南县],130222
河北省,唐山市,滦县,130223
河北省,唐山市,滦南县,130224
河北省,唐山市,乐亭县,130225
河北省,唐山市,[迁安县],130226
河北省,唐山市,迁西县,130227
河北省,唐山市,[遵化县],130228
河北省,唐山市,玉田县,130229
河北省,唐山市,[唐海县],130230
河北省,唐山市,遵化市,130281
河北省,唐山市,[丰南市],130282
河北省,唐山市,迁安市,130283
河北省,秦皇岛市,海港区,130302
河北省,秦皇岛市,山海关区,130303
河北省,秦皇岛市,北戴河区,130304
河北省,秦皇岛市,[郊区],130305
河北省,秦皇岛市,抚宁区,130306
河北省,秦皇岛市,青龙满族自治县,130321
河北省,秦皇岛市,昌黎县,130322
河北省,秦皇岛市,[抚宁县],130323
河北省,秦皇岛市,卢龙县,130324
河北省,邯郸市,邯山区,130402
河北省,邯郸市,丛台区,130403
河北省,邯郸市,复兴区,130404
河北省,邯郸市,[郊区],130405
河北省,邯郸市,峰峰矿区,130406
河北省,邯郸市,肥乡区,130407
河北省,邯郸市,永年区,130408
河北省,邯郸市,[邯郸县],130421
河北省,邯郸市,[武安县],130422
河北省,邯郸市,临漳县,130423
河北省,邯郸市,成安县,130424
河北省,邯郸市,大名县,130425
河北省,邯郸市,涉县,130426
河北省,邯郸市,磁县,130427
河北省,邯郸市,[肥乡县],130428
河北省,邯郸市,[永年县],130429
河北省,邯郸市,邱县,130430
河北省,邯郸市,鸡泽县,130431
河北省,邯郸市,广平县,130432
河北省,邯郸市,馆陶县,130433
河北省,邯郸市,魏县,130434
河北省,邯郸市,曲周县,130435
河北省,邯郸市,武安市,130481
河北省,邢台市,桥东区,130502
河北省,邢台市,桥西区,130503
河北省,邢台市,[郊区],130504
河北省,邢台市,邢台县,130521
河北省,邢台市,临城县,130522
河北省,邢台市,内丘县(内邱县),130523
河北省,邢台市,柏乡县,130524
河北省,邢台市,隆尧县,130525
河北省,邢台市,任县,130526
河北省,邢台市,南和县,130527
河北省,邢台市,宁晋县,130528
河北省,邢台市,巨鹿县,130529
河北省,邢台市,新河县,130530
河北省,邢台市,广宗县,130531
河北省,邢台市,平乡县,130532
河北省,邢台市,威县,130533
河北省,邢台市,清河县,130534
河北省,邢台市,临西县,130535
河北省,邢台市,南宫市,130581
河北省,邢台市,沙河市,130582
河北省,保定市,竞秀区,130602
河北省,保定市,[北市区],130603
河北省,保定市,[南市区],130604
河北省,保定市,[郊区],130605
河北省,保定市,莲池区,130606
河北省,保定市,满城区,130607
河北省,保定市,清苑区,130608
河北省,保定市,徐水区,130609
河北省,保定市,[满城县],130621
河北省,保定市,[清苑县],130622
河北省,保定市,涞水县,130623
河北省,保定市,阜平县,130624
河北省,保定市,[徐水县],130625
河北省,保定市,定兴县,130626
河北省,保定市,唐县,130627
河北省,保定市,高阳县,130628
河北省,保定市,容城县,130629
河北省,保定市,涞源县,130630
河北省,保定市,望都县,130631
河北省,保定市,安新县,130632
河北省,保定市,易县,130633
河北省,保定市,曲阳县,130634
河北省,保定市,蠡县,130635
河北省,保定市,顺平县,130636
河北省,保定市,博野县,130637
河北省,保定市,雄县,130638
河北省,保定市,涿州市,130681
河北省,保定市,定州市,130682
河北省,保定市,安国市,130683
河北省,保定市,高碑店市,130684
河北省,张家口市,桥东区,130702
河北省,张家口市,桥西区,130703
河北省,张家口市,[茶坊区],130704
河北省,张家口市,宣化区,130705
河北省,张家口市,下花园区,130706
河北省,张家口市,[庞家堡区],130707
河北省,张家口市,万全区,130708
河北省,张家口市,崇礼区,130709
河北省,张家口市,[宣化县],130721
河北省,张家口市,张北县,130722
河北省,张家口市,康保县,130723
河北省,张家口市,沽源县,130724
河北省,张家口市,尚义县,130725
河北省,张家口市,蔚县,130726
河北省,张家口市,阳原县,130727
河北省,张家口市,怀安县,130728
河北省,张家口市,[万全县],130729
河北省,张家口市,怀来县,130730
河北省,张家口市,涿鹿县,130731
河北省,张家口市,赤城县,130732
河北省,张家口市,[崇礼县],130733
河北省,承德市,双桥区,130802
河北省,承德市,双滦区,130803
河北省,承德市,鹰手营子矿区,130804
河北省,承德市,承德县,130821
河北省,承德市,兴隆县,130822
河北省,承德市,[平泉县],130823
河北省,承德市,滦平县,130824
河北省,承德市,隆化县,130825
河北省,承德市,丰宁满族自治县,130826
河北省,承德市,宽城满族自治县,130827
河北省,承德市,围场满族蒙古族自治县,130828
河北省,承德市,平泉市,130881
河北省,沧州市,新华区,130902
河北省,沧州市,运河区,130903
河北省,沧州市,[郊区],130904
河北省,沧州市,沧县,130921
河北省,沧州市,青县,130922
河北省,沧州市,东光县,130923
河北省,沧州市,海兴县,130924
河北省,沧州市,盐山县,130925
河北省,沧州市,肃宁县,130926
河北省,沧州市,南皮县,130927
河北省,沧州市,吴桥县,130928
河北省,沧州市,献县,130929
河北省,沧州市,孟村回族自治县,130930
河北省,沧州市,泊头市,130981
河北省,沧州市,任丘市(任邱市),130982
河北省,沧州市,黄骅市,130983
河北省,沧州市,河间市,130984
河北省,廊坊市,安次区,131002
河北省,廊坊市,广阳区,131003
河北省,廊坊市,[三河县],131021
河北省,廊坊市,固安县,131022
河北省,廊坊市,永清县,131023
河北省,廊坊市,香河县,131024
河北省,廊坊市,大城县,131025
河北省,廊坊市,文安县,131026
河北省,廊坊市,[霸县],131027
河北省,廊坊市,大厂回族自治县,131028
河北省,廊坊市,霸州市,131081
河北省,廊坊市,三河市,131082
河北省,衡水市,桃城区,131102
河北省,衡水市,冀州区,131103
河北省,衡水市,枣强县,131121
河北省,衡水市,武邑县,131122
河北省,衡水市,武强县,131123
河北省,衡水市,饶阳县,131124
河北省,衡水市,安平县,131125
河北省,衡水市,故城县,131126
河北省,衡水市,景县,131127
河北省,衡水市,阜城县,131128
河北省,衡水市,[冀州市],131181
河北省,衡水市,深州市,131182
河北省,[邯郸地区],[邯郸市],132101
河北省,[邯郸地区],[大名县],132121
河北省,[邯郸地区],[魏县],132122
河北省,[邯郸地区],[曲周县],132123
河北省,[邯郸地区],[丘县(邱县)],132124
河北省,[邯郸地区],[鸡泽县],132125
河北省,[邯郸地区],[肥乡县],132126
河北省,[邯郸地区],[广平县],132127
河北省,[邯郸地区],[成安县],132128
河北省,[邯郸地区],[临漳县],132129
河北省,[邯郸地区],[磁县],132130
河北省,[邯郸地区],[武安县],132131
河北省,[邯郸地区],[涉县],132132
河北省,[邯郸地区],[永年县],132133
河北省,[邯郸地区],[邯郸县],132134
河北省,[邯郸地区],[馆陶县],132135
河北省,[邢台地区],[南宫市],132201
河北省,[邢台地区],[沙河市],132202
河北省,[邢台地区],[邢台县],132221
河北省,[邢台地区],[沙河县],132222
河北省,[邢台地区],[临城县],132223
河北省,[邢台地区],[内丘县(内邱县)],132224
河北省,[邢台地区],[柏乡县],132225
河北省,[邢台地区],[隆尧县],132226
河北省,[邢台地区],[任县],132227
河北省,[邢台地区],[南和县],132228
河北省,[邢台地区],[宁晋县],132229
河北省,[邢台地区],[南宫县],132230
河北省,[邢台地区],[巨鹿县],132231
河北省,[邢台地区],[新河县],132232
河北省,[邢台地区],[广宗县],132233
河北省,[邢台地区],[平乡县],132234
河北省,[邢台地区],[威县],132235
河北省,[邢台地区],[清河县],132236
河北省,[邢台地区],[临西县],132237
河北省,[石家庄地区],[辛集市],132301
河北省,[石家庄地区],[藁城市],132302
河北省,[石家庄地区],[晋州市],132303
河北省,[石家庄地区],[新乐市],132304
河北省,[石家庄地区],[束鹿县],132321
河北省,[石家庄地区],[晋县],132322
河北省,[石家庄地区],[深泽县],132323
河北省,[石家庄地区],[无极县],132324
河北省,[石家庄地区],[藁城县],132325
河北省,[石家庄地区],[赵县],132326
河北省,[石家庄地区],[栾城县],132327
河北省,[石家庄地区],[正定县],132328
河北省,[石家庄地区],[新乐县],132329
河北省,[石家庄地区],[高邑县],132330
河北省,[石家庄地区],[元氏县],132331
河北省,[石家庄地区],[赞皇县],132332
河北省,[石家庄地区],[井陉县],132333
河北省,[石家庄地区],[获鹿县],132334
河北省,[石家庄地区],[平山县],132335
河北省,[石家庄地区],[灵寿县],132336
河北省,[石家庄地区],[行唐县],132337
河北省,[保定地区],[定州市],132401
河北省,[保定地区],[涿州市],132402
河北省,[保定地区],[安国市],132403
河北省,[保定地区],[高碑店市],132404
河北省,[保定地区],[易县],132421
河北省,[保定地区],[满城县],132422
河北省,[保定地区],[徐水县],132423
河北省,[保定地区],[涞源县],132424
河北省,[保定地区],[定兴县],132425
河北省,[保定地区],[完县],132426
河北省,[保定地区],[唐县],132427
河北省,[保定地区],[望都县],132428
河北省,[保定地区],[涞水县],132429
河北省,[保定地区],[涿县],132430
河北省,[保定地区],[清苑县],132431
河北省,[保定地区],[高阳县],132432
河北省,[保定地区],[安新县],132433
河北省,[保定地区],[雄县],132434
河北省,[保定地区],[容城县],132435
河北省,[保定地区],[新城县],132436
河北省,[保定地区],[曲阳县],132437
河北省,[保定地区],[阜平县],132438
河北省,[保定地区],[定县],132439
河北省,[保定地区],[安国县],132440
河北省,[保定地区],[博野县],132441
河北省,[保定地区],[蠡县],132442
河北省,[张家口地区],[张家口市],132501
河北省,[张家口地区],[张北县],132521
河北省,[张家口地区],[康保县],132522
河北省,[张家口地区],[沽源县],132523
河北省,[张家口地区],[尚义县],132524
河北省,[张家口地区],[蔚县],132525
河北省,[张家口地区],[阳原县],132526
河北省,[张家口地区],[怀安县],132527
河北省,[张家口地区],[万全县],132528
河北省,[张家口地区],[怀来县],132529
河北省,[张家口地区],[涿鹿县],132530
河北省,[张家口地区],[宣化县],132531
河北省,[张家口地区],[赤城县],132532
河北省,[张家口地区],[崇礼县],132533
河北省,[承德地区],[承德市],132601
河北省,[承德地区],[青龙县],132621
河北省,[承德地区],[宽城满族自治县],132622
河北省,[承德地区],[兴隆县],132623
河北省,[承德地区],[平泉县],132624
河北省,[承德地区],[承德县],132625
河北省,[承德地区],[滦平县],132626
河北省,[承德地区],[丰宁满族自治县],132627
河北省,[承德地区],[隆化县],132628
河北省,[承德地区],[围场满族蒙古族自治县],132629
河北省,[唐山地区],[秦皇岛市],132701
河北省,[唐山地区],[丰润县],132721
河北省,[唐山地区],[丰南县],132722
河北省,[唐山地区],[滦县],132723
河北省,[唐山地区],[滦南县],132724
河北省,[唐山地区],[乐亭县],132725
河北省,[唐山地区],[昌黎县],132726
河北省,[唐山地区],[抚宁县],132727
河北省,[唐山地区],[卢龙县],132728
河北省,[唐山地区],[迁安县],132729
河北省,[唐山地区],[迁西县],132730
河北省,[唐山地区],[遵化县],132731
河北省,[唐山地区],[玉田县],132732
河北省,[廊坊地区],[廊坊市],132801
河北省,[廊坊地区],[三河县],132821
河北省,[廊坊地区],[大厂回族自治县],132822
河北省,[廊坊地区],[香河县],132823
河北省,[廊坊地区],[安次县],132824
河北省,[廊坊地区],[永清县],132825
河北省,[廊坊地区],[固安县],132826
河北省,[廊坊地区],[霸县],132827
河北省,[廊坊地区],[文安县],132828
河北省,[廊坊地区],[大城县],132829
河北省,[沧州地区],[沧州市],132901
河北省,[沧州地区],[泊头市],132902
河北省,[沧州地区],[任丘市(任邱市)],132903
河北省,[沧州地区],[黄骅市],132904
河北省,[沧州地区],[河间市],132905
河北省,[沧州地区],[沧县],132921
河北省,[沧州地区],[河间县],132922
河北省,[沧州地区],[肃宁县],132923
河北省,[沧州地区],[献县],132924
河北省,[沧州地区],[交河县],132925
河北省,[沧州地区],[吴桥县],132926
河北省,[沧州地区],[东光县],132927
河北省,[沧州地区],[南皮县],132928
河北省,[沧州地区],[盐山县],132929
河北省,[沧州地区],[黄骅县],132930
河北省,[沧州地区],[孟村回族自治县],132931
河北省,[沧州地区],[青县],132932
河北省,[沧州地区],[任丘县(任邱县)],132933
河北省,[沧州地区],[海兴县],132934
河北省,[衡水地区],[衡水市],133001
河北省,[衡水地区],[冀州市],133002
河北省,[衡水地区],[深州市],133003
河北省,[衡水地区],[衡水县],133021
河北省,[衡水地区],[冀县],133022
河北省,[衡水地区],[枣强县],133023
河北省,[衡水地区],[武邑县],133024
河北省,[衡水地区],[深县],133025
河北省,[衡水地区],[武强县],133026
河北省,[衡水地区],[饶阳县],133027
河北省,[衡水地区],[安平县],133028
河北省,[衡水地区],[故城县],133029
河北省,[衡水地区],[景县],133030
河北省,[衡水地区],[阜城县],133031
河北省,[省直辖县级行政区划],[武安市],139001
河北省,[省直辖县级行政区划],[霸州市],139002
河北省,[省直辖县级行政区划],[遵化市],139003
河北省,[省直辖县级行政区划],[辛集市],139004
河北省,[省直辖县级行政区划],[藁城市],139005
河北省,[省直辖县级行政区划],[晋州市],139006
河北省,[省直辖县级行政区划],[新乐市],139007
河北省,[省直辖县级行政区划],[泊头市],139008
河北省,[省直辖县级行政区划],[任丘市(任邱市)],139009
河北省,[省直辖县级行政区划],[黄骅市],139010
河北省,[省直辖县级行政区划],[河间市],139011
河北省,[省直辖县级行政区划],[三河市],139012
河北省,[省直辖县级行政区划],[南宫市],139013
河北省,[省直辖县级行政区划],[沙河市],139014
河北省,[省直辖县级行政区划],[定州市],139015
河北省,[省直辖县级行政区划],[涿州市],139016
河北省,[省直辖县级行政区划],[安国市],139017
河北省,[省直辖县级行政区划],[高碑店市],139018
河北省,[省直辖县级行政区划],[鹿泉市],139019
河北省,[省直辖县级行政区划],[丰南市],139020
山西省,太原市,[南城区],140102
山西省,太原市,[北城区],140103
山西省,太原市,[河西区],140104
山西省,太原市,小店区,140105
山西省,太原市,迎泽区,140106
山西省,太原市,杏花岭区,140107
山西省,太原市,尖草坪区,140108
山西省,太原市,万柏林区,140109
山西省,太原市,晋源区,140110
山西省,太原市,[古交工矿区],140111
山西省,太原市,[南郊区],140112
山西省,太原市,[北郊区],140113
山西省,太原市,[市区],140120
山西省,太原市,清徐县,140121
山西省,太原市,阳曲县,140122
山西省,太原市,娄烦县,140123
山西省,太原市,古交市,140181
山西省,大同市,[城区],140202
山西省,大同市,[矿区],140203
山西省,大同市,[南郊区],140211
山西省,大同市,新荣区,140212
山西省,大同市,平城区,140213
山西省,大同市,云冈区,140214
山西省,大同市,云州区,140215
山西省,大同市,阳高县,140221
山西省,大同市,天镇县,140222
山西省,大同市,广灵县,140223
山西省,大同市,灵丘县(灵邱县),140224
山西省,大同市,浑源县,140225
山西省,大同市,左云县,140226
山西省,大同市,[大同县],140227
山西省,阳泉市,城区,140302
山西省,阳泉市,矿区,140303
山西省,阳泉市,郊区,140311
山西省,阳泉市,平定县,140321
山西省,阳泉市,盂县,140322
山西省,长治市,城区,140402
山西省,长治市,郊区,140411
山西省,长治市,长治县,140421
山西省,长治市,[潞城县],140422
山西省,长治市,襄垣县,140423
山西省,长治市,屯留县,140424
山西省,长治市,平顺县,140425
山西省,长治市,黎城县,140426
山西省,长治市,壶关县,140427
山西省,长治市,长子县,140428
山西省,长治市,武乡县,140429
山西省,长治市,沁县,140430
山西省,长治市,沁源县,140431
山西省,长治市,潞城市,140481
山西省,晋城市,城区,140502
山西省,晋城市,[郊区],140511
山西省,晋城市,沁水县,140521
山西省,晋城市,阳城县,140522
山西省,晋城市,[高平县],140523
山西省,晋城市,陵川县,140524
山西省,晋城市,泽州县,140525
山西省,晋城市,高平市,140581
山西省,朔州市,朔城区,140602
山西省,朔州市,平鲁区,140603
山西省,朔州市,山阴县,140621
山西省,朔州市,应县,140622
山西省,朔州市,右玉县,140623
山西省,朔州市,[怀仁县],140624
山西省,朔州市,怀仁市,140681
山西省,晋中市,榆次区,140702
山西省,晋中市,榆社县,140721
山西省,晋中市,左权县,140722
山西省,晋中市,和顺县,140723
山西省,晋中市,昔阳县,140724
山西省,晋中市,寿阳县,140725
山西省,晋中市,太谷县,140726
山西省,晋中市,祁县,140727
山西省,晋中市,平遥县,140728
山西省,晋中市,灵石县,140729
山西省,晋中市,介休市,140781
山西省,运城市,盐湖区,140802
山西省,运城市,临猗县,140821
山西省,运城市,万荣县,140822
山西省,运城市,闻喜县,140823
山西省,运城市,稷山县,140824
山西省,运城市,新绛县,140825
山西省,运城市,绛县,140826
山西省,运城市,垣曲县,140827
山西省,运城市,夏县,140828
山西省,运城市,平陆县,140829
山西省,运城市,芮城县,140830
山西省,运城市,永济市,140881
山西省,运城市,河津市,140882
山西省,忻州市,忻府区,140902
山西省,忻州市,定襄县,140921
山西省,忻州市,五台县,140922
山西省,忻州市,代县,140923
山西省,忻州市,繁峙县,140924
山西省,忻州市,宁武县,140925
山西省,忻州市,静乐县,140926
山西省,忻州市,神池县,140927
山西省,忻州市,五寨县,140928
山西省,忻州市,岢岚县,140929
山西省,忻州市,河曲县,140930
山西省,忻州市,保德县,140931
山西省,忻州市,偏关县,140932
山西省,忻州市,原平市,140981
山西省,临汾市,尧都区,141002
山西省,临汾市,曲沃县,141021
山西省,临汾市,翼城县,141022
山西省,临汾市,襄汾县,141023
山西省,临汾市,洪洞县,141024
山西省,临汾市,古县,141025
山西省,临汾市,安泽县,141026
山西省,临汾市,浮山县,141027
山西省,临汾市,吉县,141028
山西省,临汾市,乡宁县,141029
山西省,临汾市,大宁县,141030
山西省,临汾市,隰县,141031
山西省,临汾市,永和县,141032
山西省,临汾市,蒲县,141033
山西省,临汾市,汾西县,141034
山西省,临汾市,侯马市,141081
山西省,临汾市,霍州市,141082
山西省,吕梁市,离石区,141102
山西省,吕梁市,文水县,141121
山西省,吕梁市,交城县,141122
山西省,吕梁市,兴县,141123
山西省,吕梁市,临县,141124
山西省,吕梁市,柳林县,141125
山西省,吕梁市,石楼县,141126
山西省,吕梁市,岚县,141127
山西省,吕梁市,方山县,141128
山西省,吕梁市,中阳县,141129
山西省,吕梁市,交口县,141130
山西省,吕梁市,孝义市,141181
山西省,吕梁市,汾阳市,141182
山西省,[雁北地区],[阳高县],142121
山西省,[雁北地区],[天镇县],142122
山西省,[雁北地区],[广灵县],142123
山西省,[雁北地区],[灵丘县(灵邱县)],142124
山西省,[雁北地区],[浑源县],142125
山西省,[雁北地区],[应县],142126
山西省,[雁北地区],[山阴县],142127
山西省,[雁北地区],[朔县],142128
山西省,[雁北地区],[平鲁县],142129
山西省,[雁北地区],[左云县],142130
山西省,[雁北地区],[右玉县],142131
山西省,[雁北地区],[大同县],142132
山西省,[雁北地区],[怀仁县],142133
山西省,[忻州地区],[忻州市],142201
山西省,[忻州地区],[原平市],142202
山西省,[忻州地区],[忻县],142221
山西省,[忻州地区],[定襄县],142222
山西省,[忻州地区],[五台县],142223
山西省,[忻州地区],[原平县],142224
山西省,[忻州地区],[代县],142225
山西省,[忻州地区],[繁峙县],142226
山西省,[忻州地区],[宁武县],142227
山西省,[忻州地区],[静乐县],142228
山西省,[忻州地区],[神池县],142229
山西省,[忻州地区],[五寨县],142230
山西省,[忻州地区],[岢岚县],142231
山西省,[忻州地区],[河曲县],142232
山西省,[忻州地区],[保德县],142233
山西省,[忻州地区],[偏关县],142234
山西省,[吕梁地区],[孝义市],142301
山西省,[吕梁地区],[离石市],142302
山西省,[吕梁地区],[汾阳市],142303
山西省,[吕梁地区],[汾阳县],142321
山西省,[吕梁地区],[文水县],142322
山西省,[吕梁地区],[交城县],142323
山西省,[吕梁地区],[孝义县],142324
山西省,[吕梁地区],[兴县],142325
山西省,[吕梁地区],[临县],142326
山西省,[吕梁地区],[柳林县],142327
山西省,[吕梁地区],[石楼县],142328
山西省,[吕梁地区],[岚县],142329
山西省,[吕梁地区],[方山县],142330
山西省,[吕梁地区],[离石县],142331
山西省,[吕梁地区],[中阳县],142332
山西省,[吕梁地区],[交口县],142333
山西省,[晋中地区],[榆次市],142401
山西省,[晋中地区],[介休市],142402
山西省,[晋中地区],[榆社县],142421
山西省,[晋中地区],[左权县],142422
山西省,[晋中地区],[和顺县],142423
山西省,[晋中地区],[昔阳县],142424
山西省,[晋中地区],[平定县],142425
山西省,[晋中地区],[盂县],142426
山西省,[晋中地区],[寿阳县],142427
山西省,[晋中地区],[榆次县],142428
山西省,[晋中地区],[太谷县],142429
山西省,[晋中地区],[祁县],142430
山西省,[晋中地区],[平遥县],142431
山西省,[晋中地区],[介休县],142432
山西省,[晋中地区],[灵石县],142433
山西省,[晋东南地区],[晋城市],142501
山西省,[晋东南地区],[长治县],142521
山西省,[晋东南地区],[潞城县],142522
山西省,[晋东南地区],[屯留县],142523
山西省,[晋东南地区],[长子县],142524
山西省,[晋东南地区],[沁水县],142525
山西省,[晋东南地区],[阳城县],142526
山西省,[晋东南地区],[晋城县],142527
山西省,[晋东南地区],[高平县],142528
山西省,[晋东南地区],[陵川县],142529
山西省,[晋东南地区],[壶关县],142530
山西省,[晋东南地区],[平顺县],142531
山西省,[晋东南地区],[黎城县],142532
山西省,[晋东南地区],[武乡县],142533
山西省,[晋东南地区],[襄垣县],142534
山西省,[晋东南地区],[沁县],142535
山西省,[晋东南地区],[沁源县],142536
山西省,[临汾地区],[临汾市],142601
山西省,[临汾地区],[侯马市],142602
山西省,[临汾地区],[霍州市],142603
山西省,[临汾地区],[曲沃县],142621
山西省,[临汾地区],[翼城县],142622
山西省,[临汾地区],[襄汾县],142623
山西省,[临汾地区],[临汾县],142624
山西省,[临汾地区],[洪洞县],142625
山西省,[临汾地区],[霍县],142626
山西省,[临汾地区],[古县],142627
山西省,[临汾地区],[安泽县],142628
山西省,[临汾地区],[浮山县],142629
山西省,[临汾地区],[吉县],142630
山西省,[临汾地区],[乡宁县],142631
山西省,[临汾地区],[蒲县],142632
山西省,[临汾地区],[大宁县],142633
山西省,[临汾地区],[永和县],142634
山西省,[临汾地区],[隰县],142635
山西省,[临汾地区],[汾西县],142636
山西省,[运城地区],[运城市],142701
山西省,[运城地区],[永济市],142702
山西省,[运城地区],[河津市],142703
山西省,[运城地区],[运城县],142721
山西省,[运城地区],[永济县],142722
山西省,[运城地区],[芮城县],142723
山西省,[运城地区],[临猗县],142724
山西省,[运城地区],[万荣县],142725
山西省,[运城地区],[新绛县],142726
山西省,[运城地区],[稷山县],142727
山西省,[运城地区],[河津县],142728
山西省,[运城地区],[闻喜县],142729
山西省,[运城地区],[夏县],142730
山西省,[运城地区],[绛县],142731
山西省,[运城地区],[平陆县],142732
山西省,[运城地区],[垣曲县],142733
山西省,[省直辖县级行政区划],[古交市],149001
山西省,[省直辖县级行政区划],[高平市],149002
山西省,[省直辖县级行政区划],[潞城市],149003
内蒙古自治区,呼和浩特市,新城区,150102
内蒙古自治区,呼和浩特市,回民区,150103
内蒙古自治区,呼和浩特市,玉泉区,150104
内蒙古自治区,呼和浩特市,赛罕区,150105
内蒙古自治区,呼和浩特市,[市区],150120
内蒙古自治区,呼和浩特市,土默特左旗,150121
内蒙古自治区,呼和浩特市,托克托县,150122
内蒙古自治区,呼和浩特市,和林格尔县,150123
内蒙古自治区,呼和浩特市,清水河县,150124
内蒙古自治区,呼和浩特市,武川县,150125
内蒙古自治区,包头市,东河区,150202
内蒙古自治区,包头市,昆都仑区,150203
内蒙古自治区,包头市,青山区,150204
内蒙古自治区,包头市,石拐区,150205
内蒙古自治区,包头市,白云鄂博矿区,150206
内蒙古自治区,包头市,九原区,150207
内蒙古自治区,包头市,[市区],150220
内蒙古自治区,包头市,土默特右旗,150221
内蒙古自治区,包头市,固阳县,150222
内蒙古自治区,包头市,达尔罕茂明安联合旗,150223
内蒙古自治区,乌海市,海勃湾区,150302
内蒙古自治区,乌海市,海南区,150303
内蒙古自治区,乌海市,乌达区,150304
内蒙古自治区,赤峰市,红山区,150402
内蒙古自治区,赤峰市,元宝山区,150403
内蒙古自治区,赤峰市,松山区,150404
内蒙古自治区,赤峰市,阿鲁科尔沁旗,150421
内蒙古自治区,赤峰市,巴林左旗,150422
内蒙古自治区,赤峰市,巴林右旗,150423
内蒙古自治区,赤峰市,林西县,150424
内蒙古自治区,赤峰市,克什克腾旗,150425
内蒙古自治区,赤峰市,翁牛特旗,150426
内蒙古自治区,赤峰市,[赤峰县],150427
内蒙古自治区,赤峰市,喀喇沁旗,150428
内蒙古自治区,赤峰市,宁城县,150429
内蒙古自治区,赤峰市,敖汉旗,150430
内蒙古自治区,通辽市,科尔沁区,150502
内蒙古自治区,通辽市,科尔沁左翼中旗,150521
内蒙古自治区,通辽市,科尔沁左翼后旗,150522
内蒙古自治区,通辽市,开鲁县,150523
内蒙古自治区,通辽市,库伦旗,150524
内蒙古自治区,通辽市,奈曼旗,150525
内蒙古自治区,通辽市,扎鲁特旗,150526
内蒙古自治区,通辽市,霍林郭勒市,150581
内蒙古自治区,鄂尔多斯市,东胜区,150602
内蒙古自治区,鄂尔多斯市,康巴什区,150603
内蒙古自治区,鄂尔多斯市,达拉特旗,150621
内蒙古自治区,鄂尔多斯市,准格尔旗,150622
内蒙古自治区,鄂尔多斯市,鄂托克前旗,150623
内蒙古自治区,鄂尔多斯市,鄂托克旗,150624
